date_started,date_ended,declaration_type,disaster_type,disaster_title,days_lasted,county,county_fip,state,state_abbr,division_name,region_name,latitude,longitude
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Harford County,MD-025,Maryland,MD,South Atlantic,South,39.5838964,-76.3637285
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Wicomico County,MD-045,Maryland,MD,South Atlantic,South,38.3941813,-75.667356
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Caroline County,MD-011,Maryland,MD,South Atlantic,South,38.9105018,-75.8533954
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Montgomery County,MD-031,Maryland,MD,South Atlantic,South,39.1547426,-77.2405153
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Calvert County,MD-009,Maryland,MD,South Atlantic,South,38.4949503,-76.5025742
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Kent County,MD-029,Maryland,MD,South Atlantic,South,39.2713804,-76.1319953
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Cecil County,MD-015,Maryland,MD,South Atlantic,South,39.5739403,-75.946324
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Queen Anne's County,MD-035,Maryland,MD,South Atlantic,South,39.0263572,-76.1319953
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Carroll County,MD-013,Maryland,MD,South Atlantic,South,39.5423418,-77.0564464
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Prince George's County,MD-033,Maryland,MD,South Atlantic,South,38.7849211,-76.8720961
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Charles County,MD-017,Maryland,MD,South Atlantic,South,38.5221781,-77.1024902
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Somerset County,MD-039,Maryland,MD,South Atlantic,South,38.0862333,-75.8533954
2003-09-18,2003-09-29,Major Disaster Declaration,Hurricane,Hurricane Isabel,11.0,Baltimore County,MD-005,Maryland,MD,South Atlantic,South,39.4647665,-76.7336521
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Berkeley County,WV-003,West Virginia,WV,South Atlantic,South,39.4885604,-78.0651931
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Hampshire County,WV-027,West Virginia,WV,South Atlantic,South,39.3349019,-78.5660852
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Grant County,WV-023,West Virginia,WV,South Atlantic,South,39.1042079,-79.1548533
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Jefferson County,WV-037,West Virginia,WV,South Atlantic,South,39.3059841,-77.8824596
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Hardy County,WV-031,West Virginia,WV,South Atlantic,South,39.0416116,-78.9288242
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Morgan County,WV-065,West Virginia,WV,South Atlantic,South,39.5073361,-78.2476146
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Mineral County,WV-057,West Virginia,WV,South Atlantic,South,39.4068988,-78.8835548
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Randolph County,WV-083,West Virginia,WV,South Atlantic,South,38.8092552,-80.0087746
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Pendleton County,WV-071,West Virginia,WV,South Atlantic,South,38.7451767,-79.2902133
2003-09-18,2003-09-30,Major Disaster Declaration,Hurricane,Hurricane Isabel,12.0,Tucker County,WV-093,West Virginia,WV,South Atlantic,South,39.1083806,-79.6502105
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,King George County,VA-099,Virginia,VA,South Atlantic,South,38.2372863,-77.1485163
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fairfax County,VA-059,Virginia,VA,South Atlantic,South,38.9085472,-77.2405153
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Bedford County,VA-019,Virginia,VA,South Atlantic,South,37.2538794,-79.4703885
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Greensville County,VA-081,Virginia,VA,South Atlantic,South,36.6056886,-77.6077865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Chesterfield County,VA-041,Virginia,VA,South Atlantic,South,37.3673217,-77.6077865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Nottoway County,VA-135,Virginia,VA,South Atlantic,South,37.1148487,-78.0195387
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Prince William County,VA-153,Virginia,VA,South Atlantic,South,38.7838939,-77.6077865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,York County,VA-199,Virginia,VA,South Atlantic,South,37.2103925,-76.3868797
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Albemarle County,VA-003,Virginia,VA,South Atlantic,South,38.0567092,-78.6114999
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Buckingham County,VA-029,Virginia,VA,South Atlantic,South,37.507008,-78.5660852
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fauquier County,VA-061,Virginia,VA,South Atlantic,South,38.7208787,-77.7909776
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,King and Queen County,VA-097,Virginia,VA,South Atlantic,South,37.7298568,-76.8951551
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Mecklenburg County,VA-117,Virginia,VA,South Atlantic,South,36.6421724,-78.3842227
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Page County,VA-139,Virginia,VA,South Atlantic,South,38.6301331,-78.52065
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Surry County,VA-181,Virginia,VA,South Atlantic,South,37.1185515,-76.8720961
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Accomack County,VA-001,Virginia,VA,South Atlantic,South,37.7063323,-75.8069082
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Brunswick County,VA-025,Virginia,VA,South Atlantic,South,36.7570589,-77.8367282
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Clarke County,VA-043,Virginia,VA,South Atlantic,South,39.1516583,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,King William County,VA-101,Virginia,VA,South Atlantic,South,37.7372121,-77.1485163
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Halifax County,VA-083,Virginia,VA,South Atlantic,South,36.6945049,-78.9288242
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Mathews County,VA-115,Virginia,VA,South Atlantic,South,37.3912302,-76.317414
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Orange County,VA-137,Virginia,VA,South Atlantic,South,38.2426674,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Rappahannock County,VA-157,Virginia,VA,South Atlantic,South,38.6762327,-78.1564432
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Campbell County,VA-031,Virginia,VA,South Atlantic,South,37.221014,-79.1096901
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Amelia County,VA-007,Virginia,VA,South Atlantic,South,37.3212714,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Cumberland County,VA-049,Virginia,VA,South Atlantic,South,37.5175385,-78.2476146
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fairfax city,VA-600,Virginia,VA,South Atlantic,South,38.8462236,-77.3063733
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Loudoun County,VA-107,Virginia,VA,South Atlantic,South,39.076767,-77.6536125
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Nelson County,VA-125,Virginia,VA,South Atlantic,South,37.7478599,-78.8835548
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Pittsylvania County,VA-143,Virginia,VA,South Atlantic,South,36.7440186,-79.4703885
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Rockbridge County,VA-163,Virginia,VA,South Atlantic,South,37.8062214,-79.5153773
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Culpeper County,VA-047,Virginia,VA,South Atlantic,South,38.491821,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fluvanna County,VA-065,Virginia,VA,South Atlantic,South,37.8532863,-78.2476146
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Hanover County,VA-085,Virginia,VA,South Atlantic,South,37.7772071,-77.5160788
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Lancaster County,VA-103,Virginia,VA,South Atlantic,South,37.7475945,-76.5025742
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Middlesex County,VA-119,Virginia,VA,South Atlantic,South,37.6040106,-76.5257007
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Richmond County,VA-159,Virginia,VA,South Atlantic,South,37.9175609,-76.7105632
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Sussex County,VA-183,Virginia,VA,South Atlantic,South,36.9058167,-77.2405153
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Appomattox County,VA-011,Virginia,VA,South Atlantic,South,37.402489,-78.792953
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Dinwiddie County,VA-053,Virginia,VA,South Atlantic,South,37.0769043,-77.6536125
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Charles City County,VA-036,Virginia,VA,South Atlantic,South,37.4018216,-77.1485163
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Shenandoah County,VA-171,Virginia,VA,South Atlantic,South,38.8413778,-78.5660852
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Highland County,VA-091,Virginia,VA,South Atlantic,South,38.3999743,-79.6052884
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Lunenburg County,VA-111,Virginia,VA,South Atlantic,South,36.9261435,-78.2476146
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Lynchburg city,VA-680,Virginia,VA,South Atlantic,South,37.4137536,-79.1422464
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Amherst County,VA-009,Virginia,VA,South Atlantic,South,37.5588285,-79.1096901
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Louisa County,VA-109,Virginia,VA,South Atlantic,South,37.9925909,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Henrico County,VA-087,Virginia,VA,South Atlantic,South,37.5059332,-77.3324425
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Caroline County,VA-033,Virginia,VA,South Atlantic,South,38.0445557,-77.2864879
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,New Kent County,VA-127,Virginia,VA,South Atlantic,South,37.4653757,-76.964306
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Frederick County,VA-069,Virginia,VA,South Atlantic,South,39.2096441,-78.2601024
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Rockingham County,VA-165,Virginia,VA,South Atlantic,South,38.5825919,-78.8835548
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Warren County,VA-187,Virginia,VA,South Atlantic,South,38.9331749,-78.2476146
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Augusta County,VA-015,Virginia,VA,South Atlantic,South,38.2004562,-79.2451149
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Essex County,VA-057,Virginia,VA,South Atlantic,South,37.9671684,-76.964306
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Isle of Wight County,VA-093,Virginia,VA,South Atlantic,South,36.9288915,-76.6874701
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Goochland County,VA-075,Virginia,VA,South Atlantic,South,37.7415997,-77.973865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Madison County,VA-113,Virginia,VA,South Atlantic,South,38.436934,-78.2476146
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Northampton County,VA-131,Virginia,VA,South Atlantic,South,37.226762,-75.9927652
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Prince Edward County,VA-147,Virginia,VA,South Atlantic,South,37.1982888,-78.4297187
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Spotsylvania County,VA-177,Virginia,VA,South Atlantic,South,38.204165,-77.6077865
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Arlington County,VA-013,Virginia,VA,South Atlantic,South,38.8816208,-77.0909809
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Charlotte County,VA-037,Virginia,VA,South Atlantic,South,37.0467412,-78.6114999
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Gloucester County,VA-073,Virginia,VA,South Atlantic,South,37.4128281,-76.5025742
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Powhatan County,VA-145,Virginia,VA,South Atlantic,South,37.5643209,-77.8824596
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Southampton County,VA-175,Virginia,VA,South Atlantic,South,36.6788512,-77.1024902
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Westmoreland County,VA-193,Virginia,VA,South Atlantic,South,38.112732,-76.7798172
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Greene County,VA-079,Virginia,VA,South Atlantic,South,38.3120359,-78.4524591
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,James City County,VA-095,Virginia,VA,South Atlantic,South,37.3002132,-76.8028933
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Prince George County,VA-149,Virginia,VA,South Atlantic,South,37.1593052,-77.2405153
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Northumberland County,VA-133,Virginia,VA,South Atlantic,South,37.9035732,-76.4100267
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Stafford County,VA-179,Virginia,VA,South Atlantic,South,38.4334566,-77.4242972
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Norton city,VA-720,Virginia,VA,South Atlantic,South,36.933433,-82.6290459
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Manassas Park city,VA-685,Virginia,VA,South Atlantic,South,38.7840035,-77.4697111
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Staunton city,VA-790,Virginia,VA,South Atlantic,South,38.149576,-79.0716958
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Colonial Heights city,VA-570,Virginia,VA,South Atlantic,South,37.244039,-77.4102607
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Hampton city,VA-650,Virginia,VA,South Atlantic,South,37.0298687,-76.3452218
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Richmond city,VA-760,Virginia,VA,South Atlantic,South,37.5407246,-77.4360481
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Falls Church city,VA-610,Virginia,VA,South Atlantic,South,38.882334,-77.1710914
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Suffolk city,VA-800,Virginia,VA,South Atlantic,South,36.7282054,-76.5835621
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Harrisonburg city,VA-660,Virginia,VA,South Atlantic,South,38.4495688,-78.8689155
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Virginia Beach city,VA-810,Virginia,VA,South Atlantic,South,36.8529263,-75.977985
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Alexandria city,VA-510,Virginia,VA,South Atlantic,South,38.8048355,-77.0469214
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Buena Vista city,VA-530,Virginia,VA,South Atlantic,South,37.7343004,-79.3539238
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Petersburg city,VA-730,Virginia,VA,South Atlantic,South,37.2279279,-77.4019267
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fredericksburg city,VA-630,Virginia,VA,South Atlantic,South,38.3031837,-77.4605399
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Portsmouth city,VA-740,Virginia,VA,South Atlantic,South,36.8354258,-76.2982742
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Newport News city,VA-700,Virginia,VA,South Atlantic,South,37.0870821,-76.4730122
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Danville city,VA-590,Virginia,VA,South Atlantic,South,36.5859718,-79.3950228
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Poquoson city,VA-735,Virginia,VA,South Atlantic,South,37.1223664,-76.3457773
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Charlottesville city,VA-540,Virginia,VA,South Atlantic,South,38.0293059,-78.4766781
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Williamsburg city,VA-830,Virginia,VA,South Atlantic,South,37.2707022,-76.7074571
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Emporia city,VA-595,Virginia,VA,South Atlantic,South,36.6859829,-77.5424809
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Norfolk city,VA-710,Virginia,VA,South Atlantic,South,36.8507689,-76.2858726
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Lynchburg city,VA-680,Virginia,VA,South Atlantic,South,37.4137536,-79.1422464
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Hopewell city,VA-670,Virginia,VA,South Atlantic,South,37.3043154,-77.2872001
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Bedford city,VA-515,Virginia,VA,South Atlantic,South,37.3343079,-79.5230877
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Fairfax city,VA-600,Virginia,VA,South Atlantic,South,38.8462236,-77.3063733
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Chesapeake city,VA-550,Virginia,VA,South Atlantic,South,36.7682088,-76.2874927
2003-09-18,2003-10-01,Major Disaster Declaration,Hurricane,Hurricane Isabel,13.0,Manassas city,VA-683,Virginia,VA,South Atlantic,South,38.7509488,-77.4752667
2003-09-29,2003-09-30,Fire Management Assistance,Fire,Nv - Voltaire-2 Fire - 09-29-2003,1.0,Carson City,NV-510,Nevada,NV,Mountain,West,39.1637984,-119.7674034
2003-10-21,2003-10-24,Fire Management Assistance,Fire,Pass Fire,3.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2003-10-21,2003-11-12,Fire Management Assistance,Fire,Ca-Grand Prix Fire-10-23-2003,22.0,San Bernardino County,CA-071,California,CA,Pacific,West,34.9592083,-116.419389
2003-10-21,2004-03-31,Major Disaster Declaration,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T ",162.0,Ventura County,CA-111,California,CA,Pacific,West,34.3704884,-119.1390642
2003-10-21,2004-03-31,Major Disaster Declaration,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T ",162.0,Los Angeles County,CA-037,California,CA,Pacific,West,34.0522265,-118.2436596
2003-10-21,2004-03-31,Major Disaster Declaration,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T ",162.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2003-10-21,2004-03-31,Major Disaster Declaration,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T ",162.0,San Bernardino County,CA-071,California,CA,Pacific,West,34.9592083,-116.419389
2003-10-21,2004-03-31,Major Disaster Declaration,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T ",162.0,San Diego County,CA-073,California,CA,Pacific,West,32.7157305,-117.1610966
2003-10-24,2003-10-29,Fire Management Assistance,Fire,Ca-Verdale Fire 10-25-2003,5.0,Ventura County,CA-111,California,CA,Pacific,West,34.3704884,-119.1390642
2003-10-24,2003-10-29,Fire Management Assistance,Fire,Ca-Verdale Fire 10-25-2003,5.0,Los Angeles County,CA-037,California,CA,Pacific,West,34.0522265,-118.2436596
2003-10-24,2003-11-11,Fire Management Assistance,Fire,Simi Fire ,18.0,Ventura County,CA-111,California,CA,Pacific,West,34.3704884,-119.1390642
2003-10-25,2003-11-14,Fire Management Assistance,Fire,Old Fire ,20.0,San Bernardino County,CA-071,California,CA,Pacific,West,34.9592083,-116.419389
2003-10-25,2003-12-05,Fire Management Assistance,Fire,Ca-Cedar Fire-10-26-2003,41.0,San Diego County,CA-073,California,CA,Pacific,West,32.7157305,-117.1610966
2003-10-26,,Fire Management Assistance,Fire,Paradise Fire,,San Diego County,CA-073,California,CA,Pacific,West,32.7157305,-117.1610966
2003-10-26,2003-11-02,Fire Management Assistance,Fire,Ca-Mountain Fire-10-26-2003,7.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2003-10-28,2003-11-04,Fire Management Assistance,Fire,Ca-Whitmore Fire-10-28-2003,7.0,Shasta County,CA-089,California,CA,Pacific,West,40.7908864,-121.8474493
2003-10-29,2003-10-31,Fire Management Assistance,Fire,Co - Cherokee Ranch Wildfire - 10/29/2003,2.0,Douglas County,CO-035,Colorado,CO,Mountain,West,39.2587106,-104.9388853
2003-10-29,2003-10-31,Fire Management Assistance,Fire,Co - Overland Wildfire - 10/29/2003,2.0,Boulder County,CO-013,Colorado,CO,Mountain,West,40.1512114,-105.5005483
2003-11-11,2003-11-14,Fire Management Assistance,Fire,Co - Buckhorn Creek Fire - 11/11/2003,3.0,Larimer County,CO-069,Colorado,CO,Mountain,West,40.6955572,-105.5943388
2003-11-19,2003-11-20,Fire Management Assistance,Fire,Wy - Tongue River Wildfire - 11/19/2003,1.0,Sheridan County,WY-033,Wyoming,WY,Mountain,West,44.787904,-106.925973
2003-11-20,2003-11-21,Fire Management Assistance,Fire,Sd - Mill Road Wildfire - 11/19/2003,1.0,Pennington County,SD-103,South Dakota,SD,West North Central,Midwest,43.8901111,-102.2547919
2003-12-22,2004-02-06,Major Disaster Declaration,Earthquake,Earthquake,46.0,San Luis Obispo County,CA-079,California,CA,Pacific,West,35.3102296,-120.4357631
2003-12-22,2004-02-06,Major Disaster Declaration,Earthquake,Earthquake,46.0,Santa Barbara County,CA-083,California,CA,Pacific,West,34.4208321,-119.6982057
2004-04-01,2004-04-07,Fire Management Assistance,Fire,Co - Picnic Rock Fire - 03/30/2004,6.0,Larimer County,CO-069,Colorado,CO,Mountain,West,40.6955572,-105.5943388
2004-04-25,2004-04-28,Fire Management Assistance,Fire,Ca - Pleasure Fire - 04-25-2004,3.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2004-05-02,2004-05-08,Fire Management Assistance,Fire,Ca-Eagle Fire-05-04-2004,6.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2004-05-03,2004-05-10,Fire Management Assistance,Fire,Ca-Cerritos Fire-5-04-2004,7.0,Riverside County,CA-065,California,CA,Pacific,West,33.9532966,-117.3961192
2004-05-15,,Fire Management Assistance,Fire,Peppin Fire,,Lincoln County,NM-027,New Mexico,NM,Mountain,West,33.8853309,-105.4068079
2004-06-05,2004-06-16,Fire Management Assistance,Fire,Ca-Gaviota Fire-06-05-2004,11.0,Santa Barbara County,CA-083,California,CA,Pacific,West,34.4208321,-119.6982057
2004-06-08,2004-06-17,Fire Management Assistance,Fire,Three Forks Fire,9.0,Apache County,AZ-001,Arizona,AZ,Mountain,West,35.5313224,-109.3783206
2004-06-16,,Fire Management Assistance,Fire,Brookside Fire,,Washington County,UT-053,Utah,UT,Mountain,West,37.3224877,-113.4776098
2004-06-18,2004-06-24,Fire Management Assistance,Fire,Nm-Bernardo Fire-6-18-2004,6.0,Socorro County,NM-053,New Mexico,NM,Mountain,West,33.8837087,-106.7234639
2004-06-24,2004-07-13,Fire Management Assistance,Fire,Willow Fire,19.0,Yavapai County,AZ-025,Arizona,AZ,Mountain,West,34.6463981,-112.4291464
2004-06-24,2004-07-13,Fire Management Assistance,Fire,Willow Fire,19.0,Gila County,AZ-007,Arizona,AZ,Mountain,West,33.6370567,-110.5215459
2004-06-26,2004-08-01,Fire Management Assistance,Fire,Boundary Fire,36.0,Fairbanks North Star Borough,AK-090,Alaska,AK,Pacific,West,64.9526102,-146.4744155
2004-06-30,2004-07-05,Fire Management Assistance,Fire,Verdi Fire Complex,5.0,Washoe County,NV-031,Nevada,NV,Mountain,West,40.5608387,-119.6035495
2004-07-03,2004-07-11,Fire Management Assistance,Fire,Co-Mcgruder Fire-07/03/2004,8.0,Delta County,CO-029,Colorado,CO,Mountain,West,38.8531357,-107.763621
